Time Posted,"Image URL","Instagram Post","Caption","Media Type (Image, Video, Carousel)","Engagement Rate","Engagements","Followers","Views","Reach","Likes","Comments","Saves","Shares","Linkin.bio"
"Dec 24, 2025 09:05:48 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18159941800405710-27c019bb0e1a76.jpg","https://www.instagram.com/p/DSpURhaE09I/","ジョニー・デップが30年にわたり描き続けてきた⁠
個人的なアートを一挙公開。⁠
60点以上にも並ぶ作品、⁠
シネマティックなブラックボックス、テーマ別ギャラリー、⁠
そして限定グッズ。⁠
⁠
すべてを体験できるのは、東京だけ・期間限定。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery, Coracho Tequila⁠
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @corachotequila, @corachotequila.japan, @jpsgallery⁠
⁠
Explore 30 years of Johnny Depp’s personal art in A Bunch of Stuff — over 60 works, a cinematic Black Box, themed galleries, and exclusive merch. Limited time only in Tokyo.⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #東京 #日本展覧会","image","17%","1390","38537","22008","8504","1291","47","52","33",
"Dec 20, 2025 01:27:28 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18090640534769087-858ce096d1d597.jpg","https://www.instagram.com/p/DSeMpDdE5mN/","特別展：ジョニー・デップ
『A Bunch of Stuff』展
余白と光が紡ぐ内省の美学
個人史を刻む“総合芸術”の試み

このエキシビションはSilk the Rich (@silk_therich)の提供での開催。
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @corachotequila, @corachotequila.japan, @jpsgallery 

Special Exhibition: Johnny Depp
A Bunch of Stuff

An introspective aesthetic woven from space and light
A Gesamtkunstwerk marking his personal history.

Tickets on sale now, link in bio.

#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #日本展覧会","carousel","17%","1492","37830","28745","8290","1304","53","59","25",
"Dec 17, 2025 08:43:52 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18385635190151528-07d75047aece98.jpg","https://www.instagram.com/p/DSXQMw1DHub/","As is tradition, Johnny opened A Bunch of Stuff in the only way that made sense: not with a ribbon or a speech, but with a painting. 

A first stroke (or spray) on a fresh canvas, like smashing a bottle of champagne against a ship before it sails.

Over the following days and weeks, fans across Tokyo have added their own messages of love and creativity to the wall. 

We can’t wait to welcome you to A Bunch Of Stuff Tokyo. 

そして今回も“例のやり方”で。
ジョニーは『A Bunch of Stuff』の幕開けを、スピーチでもテープカットでもなく、『絵』で始めた。
 
まっさらなキャンバスに置かれた最初の一筆（あるいはスプレー）。
まるで船出の前に船にシャンパンを打ちつける、あの伝統のように。","carousel","13%","362131","37284","7646913","2789963","349704","2645","4516","2421",
"Dec 15, 2025 11:37:48 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18037449308726131-57c8bf017ef15b.jpg","https://www.instagram.com/p/DSRIHZ1k2OM/","ザ・バニーマン。⁠
それは、幼い子どもの悪夢と、アーティストの無意識から引き寄せられた存在。⁠

ジョニーの当時5歳の息子が初めて描いたとき、彼は“怖いもの”…しかしどこか“見覚えのあるもの”として現れました。⁠
⁠
いま彼は、守護者であり、姿を変えるシェイプシフターとして進化。⁠
真実の剣を携え、想像と現実のあいだを行き来する存在となりました。⁠

私たちを怯えさせるものこそ、しばしば最大の創造性を秘めている、その象徴でもあります。⁠
⁠
バニーマンはジョニー・デップの作品に真実性と意図を刻む印。⁠
そして今回、A Bunch of Stuff にて、ついに初めて一般に公開されます。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @corachotequila, @corachotequila.japan, @jpsgallery⁠
⁠
The Bunnyman. A figure pulled from a child’s nightmare and an artist’s subconscious. First drawn by Johnny’s five-year-old son, he appeared as something frightening… yet strangely familiar.⁠
⁠
Today, he’s evolved into a guardian and a shapeshifter. A protector holding a sword of truth, bridging the space between imagination and reality. A reminder that the things that scare us often carry our greatest creative power.⁠
⁠
The Bunnyman marks each piece with authenticity and intention and is seen for the first time in public in Johnny Depp’s A Bunch of Stuff.⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN⁠","image","7.4%","1203","36328","52264","16624","1127","25","51","22",
"Dec 14, 2025 11:02:02 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18059239415295341-44b4a54efe23c8.jpg","https://www.instagram.com/p/DSOfOnmE4lE/","アートとは、言葉を使わない対話です。⁠
その場の空気を変え、部屋の景色を揺らし、⁠
思いがけない感情を呼び起こす力をもっています。⁠
⁠
『A Bunch of Stuff』は、ジョニーの表舞台の姿のさらに奥へ──⁠
彼の心と創造の根源にある“内なる世界”をそっと紐解きます。⁠
⁠
彼の創造性を支えるオブジェクト、環境、そして執着。そのすべてを巡る体験を。⁠
チケットはプロフィールのリンクよりご購入いただけます。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、Coracho Tequila, JPS Gallery⁠
@johnnydepp @familymart.japan, @corachotequila,  @corachotequila.japan, @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
Art is a conversation without spoken words. It shifts the room. It changes the air. It evokes emotion that you may not have been prepared to feel. A Bunch of Stuff, peels back behind Johnny’s public facing personality to reveal the inner workings of his hear and creative mind.⁠
⁠
Explore the objects, environments, and obsessions that fuel his creativity and make his art possible. Tickets available via link in bio.⁠
⁠
Official Partners: Silk the Rich, FamilyMart, Coracho Tequila, Hot Toys, JPS Gallery⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","image","5.3%","681","36309","45607","13111","640","24","17","10",
"Dec 12, 2025 05:19:03 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/17918548479234532-d5ee2289c4a5e1.jpg","https://www.instagram.com/p/DSKAyLPkx8x/","ジョニー・デップのアートと人生を体感する没入型の旅へ⁠
東京でしか体感できい特別な体験。⁠
席数限定につき、ご予約はお早めに。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan, @corachotequila, @corachotequila.japan, @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
Enter the world of Johnny Depp’s art and life in an immersive journey only in Tokyo. Limited Spots available, book now.⁠
⁠
Official Partners: Silk the Rich, FamilyMart, Coracho Tequila, Hot Toys, JPS Gallery⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","image","14%","1904","36257","45860","14333","1772","56","76","47",
"Dec 11, 2025 02:06:03 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18058754801312787-60ac117e951d56.jpg","https://www.instagram.com/p/DSHF5uRk7OL/","ジョニー・デップの亡き家族の愛犬Moohへ、⁠
彼はピットブル・ボクサーテリアへの愛情深いトリビュートとして、⁠
大規模な絵画で愛犬を不朽のものとしました。⁠
⁠
彼の個人的なアートワークの証人になってください。⁠
チケットはプロフィールのリンクから入手可能です。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan, @corachotequila, @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
Get closer to Jonny Depp as you experience the love for his dearly departed family dog Mooh, who he immortalised in a large scale painting as an affectionate tribute to the Pit Bull-Boxer terrier.⁠
⁠
Witness his personal artworks in person. Tickets available via link in bio.⁠
⁠
Official Partners: Silk the Rich, FamilyMart, Coracho Tequila, Hot Toys, JPS Gallery","image","11%","1758","36226","53148","16124","1619","59","80","44",
"Dec 10, 2025 11:12:33 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18089898043956769-0eddfe6fd1a66b.jpg","https://www.instagram.com/reel/DSEM9yJkwMi/","東京限定開催の A Bunch of Stuff 展 では、ジョニー・デップによる “Hedy Lamarr” の歌詞が、⁠
ARを通じてキャンバスから立ち上がるように広がり、⁠
日本向けに新たにローカライズされたコンテンツと文脈が体験をさらに深めます。⁠
⁠
日本のためだけに精鋭による設計されたこのXRトリビュートは、⁠
実際に現地で体験した人だけに姿を現す特別な作品。⁠
チケットはプロフィールのリンクより。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan, @corachotequila, @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
At Tokyo’s exclusive A Bunch of Stuff exhibit, Johnny Depp’s “Hedy Lamarr” lyrics rise from the canvas through an immersive AR experience, enriched with new localized content and context.⁠
⁠
Designed exclusively for Japan, the XR tribute to Hedy Lamarr is only revealed only when experienced in person. Tickets via link in bio.⁠
⁠
Official Partners: Silk the Rich, FamilyMart, Coracho Tequila, Hot Toys, JPS Gallery⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","video","14%","2986","36163","34962","21673","2705","102","179","69",
"Dec 5, 2025 04:26:02 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18066410618411533-b83b7bf4253efe.jpg","https://www.instagram.com/reel/DR347bME7ZQ/","先週、皆様のご愛嬌によりジョニー・デップの没入型アート体験⁠
「A Bunch of Stuff Tokyo」が完売となるオープニングを迎えれました。⁠
⁠
そ・こ・でまだ迷っているあなたへ！⁠
全ての日程のチケットが急速に売れています。⁠
⁠
今すぐチケットを確保して、ジョニー・デップのアートの世界を体験してください！⁠
⁠
公式パートナー：Silk the Rich、ファミリーマート、Coracho Tequila、⁠Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan, @corachotequila, @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
A Bunch of Stuff Tokyo launched last week to a completely sold-out opening of Johnny Depp’s immersive art experience. Check out these highlights for a taste of what’s ahead.⁠
⁠
Don’t wait! Tickets are selling fast for every date. Secure yours now and witness the world of Johnny Depp’s art.⁠
⁠
Official Partners: Silk the Rich, FamilyMart, Coracho Tequila, Hot Toys, JPS Gallery⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","video","8.1%","2063","35639","42565","27106","1846","71","146","137",
"Nov 28, 2025 03:47:20 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18204321694317215-65b29bf9dc8a9b.jpg","https://www.instagram.com/p/DRlzKOCE3UO/","本日オープン！ 東京プレミアまで⁠
あと3時間を切ったよ！⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan, @corachotequila , @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
There are less than 3 hours left ⁠
for the Tokyo premiere! We’re looking forward to seeing everyone at the opening today!⁠
⁠
Official Partners: Silk the Rich, FamilyMart, Coracho Tequila, Hot Toys, JPS Gallery⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","image","8.5%","1314","33846","78279","16061","1204","54","56","49",
"Nov 26, 2025 08:54:24 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18082464788103959-c5d42619612d1e.jpg","https://www.instagram.com/reel/DRhL7yzkzSy/","A Bunch of Stuffお待ちしています！
チケットはバイオのリンクから

Come join us at the Tokyo Premiere this weekend! Tickets via link in bio.","video","11%","2450","32283","42551","24649","2159","121","170","189",
"Nov 26, 2025 01:22:58 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18048416084426175-d7809567078a2e.jpg","https://www.instagram.com/p/DRgZDBxE1H8/","初日チケット完売！

オープン初日のチケットは完売致しました。

週末チケットも売り切れ御免、お早めに！

このエキシビションはSilk the Rich (@silk_therich)の提供での開催。
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery

OPENING DAY SOLD OUT!

Tickets for the Tokyo Premiere are SOLD OUT! Come join us for the opening weekend. Get your tickets before they're gone.

Official Partners: Silk the Rich, FamilyMart, Hot Toys, JPS Gallery

#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","carousel","6.8%","1016","31454","92816","14618","862","45","40","41",
"Nov 26, 2025 10:56:41 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18090750886900866-90d6f35a7db461.jpg","https://www.instagram.com/p/DRgITn2ExeH/","🎨 あと2日で開幕！⁠
ジョニー・デップの世界へ— ⁠
創作活動30余年の集大成⁠
厳選された100余点のコレクション⁠
13の独創的な没入空間⁠
東京で巡り合う、冬の特別な芸術体験。 ⁠
「A Bunch of Stuff」 11.28 FRI START 🔥⁠
 詳細・チケット → プロフィールリンク ⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー：ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan @hottoyscollectibles @hottoys_japan @jpsgallery⁠
⁠
🎨 Only 2 Days Until Opening!⁠
Step into the world of Johnny Depp—⁠
The culmination of over 30 years of creative expression.⁠
A curated collection of 100+ works.⁠
13 uniquely immersive spaces.⁠
A special winter art experience awaits in Tokyo.⁠
⁠
“A Bunch of Stuff” opens 11.28 (Fri) 🔥⁠
Details & tickets → Link in bio⁠
⁠
Official Partners: Silk the Rich, FamilyMart, Hot Toys, JPS Gallery","image","7.1%","1161","31420","92143","16981","1060","54","47","38",
"Nov 25, 2025 09:17:44 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/18079421015157588-3ac241b061df3c.jpg","https://www.instagram.com/p/DReqlhykxtk/","完売までもう数枠！

初日チケットはほぼ完売、
残りも売り切れ間近です。

お急ぎでチケットを入手してください！

Very few tickets remain for our opening this Friday. Join us and be part of the Tokyo premiere, link in bio.","carousel","7.5%","1066","31328","82095","13777","911","36","44","43",
